date,source,destination,transfer_type,gb_transferred,cost
2026-01-24,service-7,service-8,internet-egress,787.74,35.45
2026-01-24,service-8,service-9,VPC-peering,210.48,2.1
2026-01-24,service-9,service-10,cross-AZ,786.57,7.87
2026-01-24,service-10,service-11,cross-region,253.19,5.06
2026-01-24,service-11,service-12,internet-egress,2413.4,108.6
2026-01-24,service-12,service-1,VPC-peering,1598.23,15.98
2026-01-24,service-1,service-2,cross-AZ,515.56,5.16
2026-01-24,service-2,service-3,cross-region,380.24,7.6
2026-01-24,service-3,service-4,internet-egress,988.29,44.47
2026-01-24,service-4,service-5,VPC-peering,838.35,8.38
2026-01-24,service-5,service-6,cross-AZ,770.21,7.7
2026-01-24,service-6,service-7,cross-region,1223.67,24.47
2026-01-24,service-7,service-8,internet-egress,2290.9,103.09
2026-01-24,service-8,service-9,VPC-peering,1463.32,14.63
2026-01-25,service-1,service-2,cross-AZ,1350.96,13.51
2026-01-25,service-2,service-3,cross-region,2035.72,40.71
2026-01-25,service-3,service-4,internet-egress,109.66,4.93
2026-01-25,service-4,service-5,VPC-peering,573.73,5.74
2026-01-25,service-5,service-6,cross-AZ,1290.85,12.91
2026-01-25,service-6,service-7,cross-region,1792.74,35.85
2026-01-25,service-7,service-8,internet-egress,1264.07,56.88
2026-01-25,service-8,service-9,VPC-peering,492.92,4.93
2026-01-25,service-9,service-10,cross-AZ,2331.96,23.32
2026-01-25,service-10,service-11,cross-region,888.8,17.78
2026-01-25,service-11,service-12,internet-egress,1991.72,89.63
2026-01-25,service-12,service-1,VPC-peering,2239.39,22.39
2026-01-25,service-1,service-2,cross-AZ,931.48,9.31
2026-01-25,service-2,service-3,cross-region,2128.75,42.57
2026-01-25,service-3,service-4,internet-egress,1805.86,81.26
2026-01-25,service-4,service-5,VPC-peering,2270.27,22.7
2026-01-25,service-5,service-6,cross-AZ,703.15,7.03
2026-01-25,service-6,service-7,cross-region,2335.07,46.7
2026-01-25,service-7,service-8,internet-egress,256.74,11.55
2026-01-25,service-8,service-9,VPC-peering,2004.81,20.05
2026-01-26,service-1,service-2,cross-AZ,1145.6,11.46
2026-01-26,service-2,service-3,cross-region,526.94,10.54
2026-01-26,service-3,service-4,internet-egress,290.57,13.08
2026-01-26,service-4,service-5,VPC-peering,1034.91,10.35
2026-01-26,service-5,service-6,cross-AZ,1034.38,10.34
2026-01-26,service-6,service-7,cross-region,651.9,13.04
2026-01-26,service-7,service-8,internet-egress,617.24,27.78
2026-01-26,service-8,service-9,VPC-peering,1058.83,10.59
2026-01-26,service-9,service-10,cross-AZ,1084.27,10.84
2026-01-26,service-10,service-11,cross-region,1161.68,23.23
2026-01-26,service-11,service-12,internet-egress,2185.02,98.33
2026-01-26,service-12,service-1,VPC-peering,1567.01,15.67
2026-01-26,service-1,service-2,cross-AZ,149.04,1.49
2026-01-26,service-2,service-3,cross-region,1345.84,26.92
2026-01-26,service-3,service-4,internet-egress,1929.88,86.84
2026-01-26,service-4,service-5,VPC-peering,235.39,2.35
2026-01-26,service-5,service-6,cross-AZ,1114.26,11.14
2026-01-26,service-6,service-7,cross-region,1182.9,23.66
2026-01-26,service-7,service-8,internet-egress,2389.65,107.53
2026-01-26,service-8,service-9,VPC-peering,1241.64,12.42
2026-01-27,service-1,service-2,cross-AZ,1899.76,19.0
2026-01-27,service-2,service-3,cross-region,826.96,16.54
2026-01-27,service-3,service-4,internet-egress,1970.34,88.67
2026-01-27,service-4,service-5,VPC-peering,874.39,8.74
2026-01-27,service-5,service-6,cross-AZ,1132.06,11.32
2026-01-27,service-6,service-7,cross-region,1250.76,25.02
2026-01-27,service-7,service-8,internet-egress,2323.27,104.55
2026-01-27,service-8,service-9,VPC-peering,228.29,2.28
2026-01-27,service-9,service-10,cross-AZ,572.48,5.72
2026-01-27,service-10,service-11,cross-region,1793.78,35.88
2026-01-27,service-11,service-12,internet-egress,1486.19,66.88
2026-01-27,service-12,service-1,VPC-peering,703.68,7.04
2026-01-27,service-1,service-2,cross-AZ,794.08,7.94
2026-01-27,service-2,service-3,cross-region,981.54,19.63
2026-01-27,service-3,service-4,internet-egress,1180.83,53.14
2026-01-27,service-4,service-5,VPC-peering,2063.27,20.63
2026-01-27,service-5,service-6,cross-AZ,133.16,1.33
2026-01-27,service-6,service-7,cross-region,2255.25,45.1
2026-01-27,service-7,service-8,internet-egress,1091.27,49.11
2026-01-27,service-8,service-9,VPC-peering,653.19,6.53
2026-01-28,service-1,service-2,cross-AZ,1320.19,13.2
2026-01-28,service-2,service-3,cross-region,1683.21,33.66
2026-01-28,service-3,service-4,internet-egress,207.41,9.33
2026-01-28,service-4,service-5,VPC-peering,1817.87,18.18
2026-01-28,service-5,service-6,cross-AZ,1925.83,19.26
2026-01-28,service-6,service-7,cross-region,498.84,9.98
2026-01-28,service-7,service-8,internet-egress,502.92,22.63
2026-01-28,service-8,service-9,VPC-peering,589.08,5.89
2026-01-28,service-9,service-10,cross-AZ,2011.91,20.12
2026-01-28,service-10,service-11,cross-region,752.81,15.06
2026-01-28,service-11,service-12,internet-egress,2010.25,90.46
2026-01-28,service-12,service-1,VPC-peering,1397.26,13.97
2026-01-28,service-1,service-2,cross-AZ,1941.21,19.41
2026-01-28,service-2,service-3,cross-region,1428.82,28.58
2026-01-28,service-3,service-4,internet-egress,905.85,40.76
2026-01-28,service-4,service-5,VPC-peering,2285.71,22.86
2026-01-28,service-5,service-6,cross-AZ,1816.71,18.17
2026-01-28,service-6,service-7,cross-region,1261.73,25.23
2026-01-28,service-7,service-8,internet-egress,1629.83,73.34
2026-01-28,service-8,service-9,VPC-peering,1578.02,15.78
2026-01-29,service-1,service-2,cross-AZ,959.48,9.59
2026-01-29,service-2,service-3,cross-region,1117.05,22.34
2026-01-29,service-3,service-4,internet-egress,863.82,38.87
2026-01-29,service-4,service-5,VPC-peering,2498.84,24.99
2026-01-29,service-5,service-6,cross-AZ,1492.15,14.92
2026-01-29,service-6,service-7,cross-region,320.93,6.42
2026-01-29,service-7,service-8,internet-egress,1345.86,60.56
2026-01-29,service-8,service-9,VPC-peering,219.91,2.2
2026-01-29,service-9,service-10,cross-AZ,792.76,7.93
2026-01-29,service-10,service-11,cross-region,1170.31,23.41
2026-01-29,service-11,service-12,internet-egress,1382.25,62.2
2026-01-29,service-12,service-1,VPC-peering,2442.84,24.43
2026-01-29,service-1,service-2,cross-AZ,2457.33,24.57
2026-01-29,service-2,service-3,cross-region,335.37,6.71
2026-01-29,service-3,service-4,internet-egress,1391.52,62.62
2026-01-29,service-4,service-5,VPC-peering,2061.06,20.61
2026-01-29,service-5,service-6,cross-AZ,670.51,6.71
2026-01-29,service-6,service-7,cross-region,1901.35,38.03
2026-01-29,service-7,service-8,internet-egress,2208.69,99.39
2026-01-29,service-8,service-9,VPC-peering,1689.97,16.9
2026-01-30,service-1,service-2,cross-AZ,886.49,8.86
2026-01-30,service-2,service-3,cross-region,2315.52,46.31
2026-01-30,service-3,service-4,internet-egress,2220.45,99.92
2026-01-30,service-4,service-5,VPC-peering,1817.98,18.18
2026-01-30,service-5,service-6,cross-AZ,972.8,9.73
2026-01-30,service-6,service-7,cross-region,2000.55,40.01
2026-01-30,service-7,service-8,internet-egress,858.66,38.64
2026-01-30,service-8,service-9,VPC-peering,707.09,7.07
2026-01-30,service-9,service-10,cross-AZ,1336.03,13.36
2026-01-30,service-10,service-11,cross-region,2493.12,49.86
2026-01-30,service-11,service-12,internet-egress,2030.37,91.37
2026-01-30,service-12,service-1,VPC-peering,1851.5,18.52
2026-01-30,service-1,service-2,cross-AZ,1184.83,11.85
2026-01-30,service-2,service-3,cross-region,848.68,16.97
2026-01-30,service-3,service-4,internet-egress,2154.16,96.94
2026-01-30,service-4,service-5,VPC-peering,1462.56,14.63
2026-01-30,service-5,service-6,cross-AZ,2051.81,20.52
2026-01-30,service-6,service-7,cross-region,1270.61,25.41
2026-01-30,service-7,service-8,internet-egress,1909.5,85.93
2026-01-30,service-8,service-9,VPC-peering,2182.58,21.83
2026-01-31,service-1,service-2,cross-AZ,1039.34,10.39
2026-01-31,service-2,service-3,cross-region,132.57,2.65
2026-01-31,service-3,service-4,internet-egress,711.82,32.03
2026-01-31,service-4,service-5,VPC-peering,2295.8,22.96
2026-01-31,service-5,service-6,cross-AZ,1750.1,17.5
2026-01-31,service-6,service-7,cross-region,1869.32,37.39
2026-01-31,service-7,service-8,internet-egress,880.69,39.63
2026-01-31,service-8,service-9,VPC-peering,1783.06,17.83
2026-01-31,service-9,service-10,cross-AZ,1651.08,16.51
2026-01-31,service-10,service-11,cross-region,528.1,10.56
2026-01-31,service-11,service-12,internet-egress,2424.86,109.12
2026-01-31,service-12,service-1,VPC-peering,949.66,9.5
2026-01-31,service-1,service-2,cross-AZ,890.29,8.9
2026-01-31,service-2,service-3,cross-region,985.99,19.72
2026-01-31,service-3,service-4,internet-egress,320.13,14.41
2026-01-31,service-4,service-5,VPC-peering,1599.91,16.0
2026-01-31,service-5,service-6,cross-AZ,672.7,6.73
2026-01-31,service-6,service-7,cross-region,2027.95,40.56
2026-01-31,service-7,service-8,internet-egress,1045.97,47.07
2026-01-31,service-8,service-9,VPC-peering,1200.54,12.01
2026-02-01,service-1,service-2,cross-AZ,1651.41,16.51
2026-02-01,service-2,service-3,cross-region,1928.49,38.57
2026-02-01,service-3,service-4,internet-egress,654.68,29.46
2026-02-01,service-4,service-5,VPC-peering,2419.11,24.19
2026-02-01,service-5,service-6,cross-AZ,1593.57,15.94
2026-02-01,service-6,service-7,cross-region,113.53,2.27
2026-02-01,service-7,service-8,internet-egress,1097.49,49.39
2026-02-01,service-8,service-9,VPC-peering,1148.36,11.48
2026-02-01,service-9,service-10,cross-AZ,2042.0,20.42
2026-02-01,service-10,service-11,cross-region,832.34,16.65
2026-02-01,service-11,service-12,internet-egress,894.94,40.27
2026-02-01,service-12,service-1,VPC-peering,269.19,2.69
2026-02-01,service-1,service-2,cross-AZ,780.51,7.81
2026-02-01,service-2,service-3,cross-region,1820.71,36.41
2026-02-01,service-3,service-4,internet-egress,1623.42,73.05
2026-02-01,service-4,service-5,VPC-peering,295.35,2.95
2026-02-01,service-5,service-6,cross-AZ,375.27,3.75
2026-02-01,service-6,service-7,cross-region,1004.62,20.09
2026-02-01,service-7,service-8,internet-egress,1885.02,84.83
2026-02-01,service-8,service-9,VPC-peering,2099.0,20.99
2026-02-02,service-1,service-2,cross-AZ,135.1,1.35
2026-02-02,service-2,service-3,cross-region,889.63,17.79
2026-02-02,service-3,service-4,internet-egress,1118.23,50.32
2026-02-02,service-4,service-5,VPC-peering,2286.72,22.87
2026-02-02,service-5,service-6,cross-AZ,1303.38,13.03
2026-02-02,service-6,service-7,cross-region,747.28,14.95
2026-02-02,service-7,service-8,internet-egress,1036.11,46.63
2026-02-02,service-8,service-9,VPC-peering,1147.44,11.47
2026-02-02,service-9,service-10,cross-AZ,1707.99,17.08
2026-02-02,service-10,service-11,cross-region,198.61,3.97
2026-02-02,service-11,service-12,internet-egress,1034.68,46.56
2026-02-02,service-12,service-1,VPC-peering,1651.73,16.52
2026-02-02,service-1,service-2,cross-AZ,779.97,7.8
2026-02-02,service-2,service-3,cross-region,1520.2,30.4
2026-02-02,service-3,service-4,internet-egress,957.47,43.09
2026-02-02,service-4,service-5,VPC-peering,1920.93,19.21
2026-02-02,service-5,service-6,cross-AZ,245.43,2.45
2026-02-02,service-6,service-7,cross-region,2303.11,46.06
2026-02-02,service-7,service-8,internet-egress,511.87,23.03
2026-02-02,service-8,service-9,VPC-peering,480.51,4.81
2026-02-03,service-1,service-2,cross-AZ,2117.54,21.18
2026-02-03,service-2,service-3,cross-region,2186.28,43.73
2026-02-03,service-3,service-4,internet-egress,323.14,14.54
2026-02-03,service-4,service-5,VPC-peering,2280.93,22.81
2026-02-03,service-5,service-6,cross-AZ,755.91,7.56
2026-02-03,service-6,service-7,cross-region,1584.69,31.69
2026-02-03,service-7,service-8,internet-egress,264.62,11.91
2026-02-03,service-8,service-9,VPC-peering,1013.59,10.14
2026-02-03,service-9,service-10,cross-AZ,1181.74,11.82
2026-02-03,service-10,service-11,cross-region,1539.58,30.79
2026-02-03,service-11,service-12,internet-egress,1360.65,61.23
2026-02-03,service-12,service-1,VPC-peering,1207.58,12.08
2026-02-03,service-1,service-2,cross-AZ,2403.14,24.03
2026-02-03,service-2,service-3,cross-region,544.05,10.88
2026-02-03,service-3,service-4,internet-egress,479.19,21.56
2026-02-03,service-4,service-5,VPC-peering,1812.21,18.12
2026-02-03,service-5,service-6,cross-AZ,278.92,2.79
2026-02-03,service-6,service-7,cross-region,1258.94,25.18
2026-02-03,service-7,service-8,internet-egress,1261.73,56.78
2026-02-03,service-8,service-9,VPC-peering,844.06,8.44
2026-02-04,service-1,service-2,cross-AZ,2333.06,23.33
2026-02-04,service-2,service-3,cross-region,778.1,15.56
2026-02-04,service-3,service-4,internet-egress,792.26,35.65
2026-02-04,service-4,service-5,VPC-peering,662.32,6.62
2026-02-04,service-5,service-6,cross-AZ,449.89,4.5
2026-02-04,service-6,service-7,cross-region,973.63,19.47
2026-02-04,service-7,service-8,internet-egress,1734.13,78.04
2026-02-04,service-8,service-9,VPC-peering,1881.19,18.81
2026-02-04,service-9,service-10,cross-AZ,2052.21,20.52
2026-02-04,service-10,service-11,cross-region,574.11,11.48
2026-02-04,service-11,service-12,internet-egress,185.52,8.35
2026-02-04,service-12,service-1,VPC-peering,2439.25,24.39
2026-02-04,service-1,service-2,cross-AZ,134.4,1.34
2026-02-04,service-2,service-3,cross-region,2405.63,48.11
2026-02-04,service-3,service-4,internet-egress,2089.15,94.01
2026-02-04,service-4,service-5,VPC-peering,2288.98,22.89
2026-02-04,service-5,service-6,cross-AZ,1029.25,10.29
2026-02-04,service-6,service-7,cross-region,573.28,11.47
2026-02-04,service-7,service-8,internet-egress,1555.51,70.0
2026-02-04,service-8,service-9,VPC-peering,1879.0,18.79
2026-02-05,service-1,service-2,cross-AZ,414.07,4.14
2026-02-05,service-2,service-3,cross-region,2014.29,40.29
2026-02-05,service-3,service-4,internet-egress,600.62,27.03
2026-02-05,service-4,service-5,VPC-peering,1280.03,12.8
2026-02-05,service-5,service-6,cross-AZ,2155.56,21.56
2026-02-05,service-6,service-7,cross-region,564.22,11.28
2026-02-05,service-7,service-8,internet-egress,680.52,30.62
2026-02-05,service-8,service-9,VPC-peering,250.65,2.51
2026-02-05,service-9,service-10,cross-AZ,451.87,4.52
2026-02-05,service-10,service-11,cross-region,451.66,9.03
2026-02-05,service-11,service-12,internet-egress,588.23,26.47
2026-02-05,service-12,service-1,VPC-peering,786.88,7.87
2026-02-05,service-1,service-2,cross-AZ,2055.96,20.56
2026-02-05,service-2,service-3,cross-region,2297.83,45.96
2026-02-05,service-3,service-4,internet-egress,1075.07,48.38
2026-02-05,service-4,service-5,VPC-peering,407.7,4.08
2026-02-05,service-5,service-6,cross-AZ,637.14,6.37
2026-02-05,service-6,service-7,cross-region,1866.89,37.34
2026-02-05,service-7,service-8,internet-egress,1725.82,77.66
2026-02-05,service-8,service-9,VPC-peering,2421.3,24.21
2026-02-06,service-1,service-2,cross-AZ,134.77,1.35
2026-02-06,service-2,service-3,cross-region,1901.82,38.04
2026-02-06,service-3,service-4,internet-egress,1313.9,59.13
2026-02-06,service-4,service-5,VPC-peering,2266.46,22.66
2026-02-06,service-5,service-6,cross-AZ,1482.8,14.83
2026-02-06,service-6,service-7,cross-region,1172.0,23.44
2026-02-06,service-7,service-8,internet-egress,1698.04,76.41
2026-02-06,service-8,service-9,VPC-peering,2100.46,21.0
2026-02-06,service-9,service-10,cross-AZ,778.0,7.78
2026-02-06,service-10,service-11,cross-region,358.06,7.16
2026-02-06,service-11,service-12,internet-egress,1139.24,51.27
2026-02-06,service-12,service-1,VPC-peering,614.85,6.15
2026-02-06,service-1,service-2,cross-AZ,1130.9,11.31
2026-02-06,service-2,service-3,cross-region,2478.52,49.57
2026-02-06,service-3,service-4,internet-egress,1477.89,66.51
2026-02-06,service-4,service-5,VPC-peering,1764.64,17.65
2026-02-06,service-5,service-6,cross-AZ,1727.03,17.27
2026-02-06,service-6,service-7,cross-region,2069.68,41.39
2026-02-06,service-7,service-8,internet-egress,2365.91,106.47
2026-02-06,service-8,service-9,VPC-peering,1681.16,16.81
2026-02-07,service-1,service-2,cross-AZ,1242.63,12.43
2026-02-07,service-2,service-3,cross-region,862.79,17.26
2026-02-07,service-3,service-4,internet-egress,964.66,43.41
2026-02-07,service-4,service-5,VPC-peering,902.75,9.03
2026-02-07,service-5,service-6,cross-AZ,878.72,8.79
2026-02-07,service-6,service-7,cross-region,1767.1,35.34
2026-02-07,service-7,service-8,internet-egress,1510.5,67.97
2026-02-07,service-8,service-9,VPC-peering,584.79,5.85
2026-02-07,service-9,service-10,cross-AZ,2427.1,24.27
2026-02-07,service-10,service-11,cross-region,1126.54,22.53
2026-02-07,service-11,service-12,internet-egress,1458.61,65.64
2026-02-07,service-12,service-1,VPC-peering,1786.24,17.86
2026-02-07,service-1,service-2,cross-AZ,1572.83,15.73
2026-02-07,service-2,service-3,cross-region,846.52,16.93
2026-02-07,service-3,service-4,internet-egress,2014.5,90.65
2026-02-07,service-4,service-5,VPC-peering,364.37,3.64
2026-02-07,service-5,service-6,cross-AZ,1465.59,14.66
2026-02-07,service-6,service-7,cross-region,755.96,15.12
2026-02-07,service-7,service-8,internet-egress,1577.83,71.0
2026-02-07,service-8,service-9,VPC-peering,623.18,6.23
2026-02-08,service-1,service-2,cross-AZ,1953.28,19.53
2026-02-08,service-2,service-3,cross-region,646.09,12.92
2026-02-08,service-3,service-4,internet-egress,2236.94,100.66
2026-02-08,service-4,service-5,VPC-peering,2167.73,21.68
2026-02-08,service-5,service-6,cross-AZ,969.74,9.7
2026-02-08,service-6,service-7,cross-region,1025.97,20.52
2026-02-08,service-7,service-8,internet-egress,1783.61,80.26
2026-02-08,service-8,service-9,VPC-peering,316.9,3.17
2026-02-08,service-9,service-10,cross-AZ,294.21,2.94
2026-02-08,service-10,service-11,cross-region,427.18,8.54
2026-02-08,service-11,service-12,internet-egress,1449.94,65.25
2026-02-08,service-12,service-1,VPC-peering,457.61,4.58
2026-02-08,service-1,service-2,cross-AZ,766.28,7.66
2026-02-08,service-2,service-3,cross-region,1652.59,33.05
2026-02-08,service-3,service-4,internet-egress,137.5,6.19
2026-02-08,service-4,service-5,VPC-peering,532.57,5.33
2026-02-08,service-5,service-6,cross-AZ,2331.83,23.32
2026-02-08,service-6,service-7,cross-region,1692.59,33.85
2026-02-08,service-7,service-8,internet-egress,833.32,37.5
2026-02-08,service-8,service-9,VPC-peering,208.73,2.09
2026-02-09,service-1,service-2,cross-AZ,1506.52,15.07
2026-02-09,service-2,service-3,cross-region,634.88,12.7
2026-02-09,service-3,service-4,internet-egress,2404.42,108.2
2026-02-09,service-4,service-5,VPC-peering,1748.71,17.49
2026-02-09,service-5,service-6,cross-AZ,2437.9,24.38
2026-02-09,service-6,service-7,cross-region,2137.36,42.75
2026-02-09,service-7,service-8,internet-egress,1259.27,56.67
2026-02-09,service-8,service-9,VPC-peering,1706.95,17.07
2026-02-09,service-9,service-10,cross-AZ,2049.06,20.49
