resource_id,resource_type,required_tags,missing_tags,compliance_status
res-01369,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01370,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01371,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01372,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01373,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01374,ALB,"business_unit,product,environment,cost_centre,team,service",product,NON_COMPLIANT
res-01375,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01376,Lambda,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01377,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01378,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01379,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01380,SageMaker,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01381,EC2,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01382,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01383,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01384,EBS,"business_unit,product,environment,cost_centre,team,service","product,service",NON_COMPLIANT
res-01385,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01386,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01387,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01388,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01389,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01390,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01391,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01392,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01393,EC2,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01394,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01395,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01396,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01397,EFS,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01398,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01399,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01400,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01401,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01402,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01403,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01404,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01405,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01406,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01407,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01408,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01409,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01410,ALB,"business_unit,product,environment,cost_centre,team,service",business_unit,NON_COMPLIANT
res-01411,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01412,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01413,EKS,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01414,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01415,CloudWatch,"business_unit,product,environment,cost_centre,team,service",cost_centre,NON_COMPLIANT
res-01416,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01417,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01418,RDS,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01419,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01420,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01421,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01422,ALB,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01423,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",environment,NON_COMPLIANT
res-01424,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01425,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01426,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01427,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01428,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01429,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01430,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01431,S3,"business_unit,product,environment,cost_centre,team,service","cost_centre,team",NON_COMPLIANT
res-01432,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01433,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01434,ALB,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01435,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01436,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01437,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01438,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01439,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01440,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01441,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01442,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01443,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01444,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01445,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01446,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01447,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",team,NON_COMPLIANT
res-01448,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01449,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01450,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01451,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01452,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01453,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01454,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01455,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01456,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01457,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01458,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01459,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",service,NON_COMPLIANT
res-01460,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01461,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01462,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01463,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01464,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01465,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01466,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01467,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01468,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01469,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01470,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01471,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01472,Lambda,"business_unit,product,environment,cost_centre,team,service","service,team",NON_COMPLIANT
res-01473,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01474,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01475,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01476,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01477,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01478,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01479,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01480,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01481,EFS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01482,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01483,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01484,Lambda,"business_unit,product,environment,cost_centre,team,service","business_unit,team",NON_COMPLIANT
res-01485,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01486,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01487,CloudWatch,"business_unit,product,environment,cost_centre,team,service","environment,product",NON_COMPLIANT
res-01488,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01489,EC2,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01490,RDS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01491,S3,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01492,EBS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01493,EFS,"business_unit,product,environment,cost_centre,team,service","cost_centre,team",NON_COMPLIANT
res-01494,ALB,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01495,NAT Gateway,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01496,Lambda,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01497,EKS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01498,SQS,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01499,CloudWatch,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
res-01500,SageMaker,"business_unit,product,environment,cost_centre,team,service",,COMPLIANT
